S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
6109,09-12-2020,Tamil Nadu,491571,47918,435422,8231
6110,09-13-2020,Tamil Nadu,497066,47110,441649,8307
6111,09-14-2020,Tamil Nadu,502759,47012,447366,8381
6112,09-15-2020,Tamil Nadu,508511,46912,453165,8434
6113,09-16-2020,Tamil Nadu,514208,46806,458900,8502
6114,09-17-2020,Tamil Nadu,519860,46633,464668,8559
6115,09-18-2020,Tamil Nadu,525420,46610,470192,8618
6116,09-19-2020,Tamil Nadu,530908,46506,475717,8685
6117,09-20-2020,Tamil Nadu,536477,46453,481273,8751
6118,09-21-2020,Tamil Nadu,541993,46703,486479,8811
6119,09-22-2020,Tamil Nadu,547337,46495,491971,8871
6120,09-23-2020,Tamil Nadu,552674,46350,497377,8947
6121,09-24-2020,Tamil Nadu,557999,46249,502740,9010
6122,09-25-2020,Tamil Nadu,563691,46405,508210,9076
6123,09-26-2020,Tamil Nadu,569370,46386,513836,9148
6124,09-27-2020,Tamil Nadu,575017,46336,519448,9233
6125,09-28-2020,Tamil Nadu,580808,46341,525154,9313
6126,09-29-2020,Tamil Nadu,586397,46306,530708,9383
6127,09-30-2020,Tamil Nadu,591943,46281,536209,9453
6128,10-01-2020,Tamil Nadu,597602,46263,541819,9520
6129,10-02-2020,Tamil Nadu,603290,46369,547335,9586
6130,10-03-2020,Tamil Nadu,608885,46294,552938,9653
6131,10-04-2020,Tamil Nadu,614507,46255,558534,9718
6132,10-05-2020,Tamil Nadu,619996,46120,564092,9784
6133,10-06-2020,Tamil Nadu,625391,45881,569664,9846
6134,10-07-2020,Tamil Nadu,630408,45279,575212,9917
6135,10-08-2020,Tamil Nadu,635855,45135,580736,9984
6136,10-09-2020,Tamil Nadu,640943,44437,586454,10052
6137,10-10-2020,Tamil Nadu,646128,44197,591811,10120
6138,03-12-2020,Telangana,1,1,0,0
6139,03-13-2020,Telangana,1,1,0,0
6140,03-14-2020,Telangana,1,1,0,0
6141,03-15-2020,Telangana,3,2,1,0
6142,03-16-2020,Telangana,3,2,1,0
6143,03-17-2020,Telangana,5,4,1,0
6144,03-18-2020,Telangana,5,4,1,0
6145,03-19-2020,Telangana,6,5,1,0
6146,03-20-2020,Telangana,16,15,1,0
6147,03-21-2020,Telangana,19,18,1,0
6148,03-22-2020,Telangana,22,21,1,0
6149,03-23-2020,Telangana,32,31,1,0
6150,03-24-2020,Telangana,32,31,1,0
6151,03-25-2020,Telangana,35,34,1,0
6152,03-26-2020,Telangana,41,40,1,0
6153,03-27-2020,Telangana,45,44,1,0
6154,03-28-2020,Telangana,56,55,1,0
6155,03-29-2020,Telangana,66,64,1,1
6156,03-30-2020,Telangana,69,67,1,1
6157,03-31-2020,Telangana,79,77,1,1
6158,04-01-2020,Telangana,94,90,1,3
6159,04-02-2020,Telangana,96,92,1,3
6160,04-03-2020,Telangana,107,103,1,3
6161,04-04-2020,Telangana,158,150,1,7
6162,04-05-2020,Telangana,269,230,32,7
6163,04-06-2020,Telangana,321,280,34,7
6164,04-07-2020,Telangana,321,280,34,7
6165,04-08-2020,Telangana,364,322,35,7
6166,04-09-2020,Telangana,427,385,35,7
6167,04-10-2020,Telangana,442,400,35,7
6168,04-11-2020,Telangana,473,423,43,7
6169,04-12-2020,Telangana,504,452,43,9
6170,04-13-2020,Telangana,504,452,43,9
6171,04-14-2020,Telangana,562,446,100,16
6172,04-15-2020,Telangana,624,507,100,17
6173,04-16-2020,Telangana,647,509,120,18
6174,04-17-2020,Telangana,700,496,186,18
6175,04-18-2020,Telangana,766,562,186,18
6176,04-19-2020,Telangana,809,605,186,18
6177,04-20-2020,Telangana,844,640,186,18
6178,04-21-2020,Telangana,873,660,190,23
6179,04-22-2020,Telangana,928,711,194,23
6180,04-23-2020,Telangana,945,728,194,23
6181,04-24-2020,Telangana,960,739,197,24
6182,04-25-2020,Telangana,984,705,253,26
6183,04-26-2020,Telangana,991,685,280,26
6184,04-27-2020,Telangana,1002,696,280,26
6185,04-28-2020,Telangana,1004,657,321,26
6186,04-29-2020,Telangana,1004,657,321,26
6187,04-30-2020,Telangana,1012,619,367,26
6188,05-01-2020,Telangana,1038,615,397,26
6189,05-02-2020,Telangana,1039,572,441,26
6190,05-03-2020,Telangana,1063,577,458,28
6191,05-04-2020,Telangana,1082,563,490,29
6192,05-05-2020,Telangana,1085,471,585,29
6193,05-06-2020,Telangana,1096,482,585,29
6194,05-07-2020,Telangana,1107,450,628,29
6195,05-08-2020,Telangana,1123,444,650,29
6196,05-09-2020,Telangana,1133,404,700,29
6197,05-10-2020,Telangana,1163,383,750,30
6198,05-11-2020,Telangana,1196,416,750,30
6199,05-12-2020,Telangana,1275,445,800,30
6200,05-13-2020,Telangana,1326,464,830,32
6201,05-14-2020,Telangana,1367,393,940,34
6202,05-15-2020,Telangana,1414,430,950,34
6203,05-16-2020,Telangana,1454,461,959,34
6204,05-17-2020,Telangana,1509,504,971,34
6205,05-18-2020,Telangana,1551,525,992,34
6206,05-19-2020,Telangana,1597,562,1000,35
6207,05-20-2020,Telangana,1634,586,1010,38
6208,05-21-2020,Telangana,1661,606,1015,40
6209,05-22-2020,Telangana,1699,619,1035,45
6210,05-23-2020,Telangana,1761,673,1043,45
6211,05-24-2020,Telangana,1813,699,1065,49
6212,05-25-2020,Telangana,1854,711,1090,53
6213,05-26-2020,Telangana,1920,700,1164,56
6214,05-27-2020,Telangana,1991,650,1284,57
6215,05-28-2020,Telangana,2098,751,1284,63
6216,05-29-2020,Telangana,2256,844,1345,67
6217,05-30-2020,Telangana,2425,973,1381,71
6218,05-31-2020,Telangana,2499,1010,1412,77
6219,06-01-2020,Telangana,2698,1188,1428,82
6220,06-02-2020,Telangana,2792,1213,1491,88
6221,06-03-2020,Telangana,2891,1273,1526,92
6222,06-04-2020,Telangana,3020,1365,1556,99
6223,06-05-2020,Telangana,3147,1455,1587,105
6224,06-06-2020,Telangana,3290,1550,1627,113
6225,06-07-2020,Telangana,3496,1663,1710,123
6226,06-08-2020,Telangana,3580,1747,1710,123
6227,06-09-2020,Telangana,3650,1803,1710,137
6228,06-10-2020,Telangana,3920,1963,1809,148
6229,06-11-2020,Telangana,4111,2138,1817,156
6230,06-12-2020,Telangana,4320,2162,1993,165
6231,06-13-2020,Telangana,4484,2032,2278,174
6232,06-14-2020,Telangana,4737,2203,2352,182
6233,06-15-2020,Telangana,4974,2412,2377,185
6234,06-16-2020,Telangana,5193,2240,2766,187
6235,06-17-2020,Telangana,5406,2188,3027,191
6236,06-18-2020,Telangana,5675,2412,3071,192
6237,06-19-2020,Telangana,6027,2531,3301,195
6238,06-20-2020,Telangana,6526,2975,3353,198
6239,06-21-2020,Telangana,7072,3363,3506,203
6240,06-22-2020,Telangana,7802,3861,3731,210
6241,06-23-2020,Telangana,8674,4452,4005,217
6242,06-24-2020,Telangana,9553,5109,4224,220
6243,06-25-2020,Telangana,10444,5858,4361,225
6244,06-26-2020,Telangana,11364,6446,4688,230
6245,06-27-2020,Telangana,12349,7346,4766,237
6246,06-28-2020,Telangana,13436,8265,4928,243
6247,06-29-2020,Telangana,14419,9000,5172,247
6248,06-30-2020,Telangana,15394,9559,5582,253
6249,07-01-2020,Telangana,16339,8785,7294,260
6250,07-02-2020,Telangana,17357,9008,8082,267
6251,07-03-2020,Telangana,18570,9226,9069,275
6252,07-04-2020,Telangana,20462,9984,10195,283
6253,07-05-2020,Telangana,22312,10487,11537,288
6254,07-06-2020,Telangana,23902,10904,12703,295
6255,07-07-2020,Telangana,25733,10646,14781,306
6256,07-08-2020,Telangana,27612,11012,16287,313
6257,07-09-2020,Telangana,29536,11933,17279,324
6258,07-10-2020,Telangana,30946,12423,18192,331
6259,07-11-2020,Telangana,32224,12680,19205,339
6260,07-12-2020,Telangana,33402,12135,20919,348
6261,07-13-2020,Telangana,34671,11833,22482,356
6262,07-14-2020,Telangana,36221,12177,23679,365
6263,07-15-2020,Telangana,37745,12530,24840,375
6264,07-16-2020,Telangana,39342,12957,25999,386
6265,07-17-2020,Telangana,41018,13327,27295,396
6266,07-18-2020,Telangana,42496,13388,28705,403
6267,07-19-2020,Telangana,43780,12764,30607,409
6268,07-20-2020,Telangana,45076,12223,32438,415
6269,07-21-2020,Telangana,46274,11529,34323,422
6270,07-22-2020,Telangana,47705,9891,37385,429
6271,07-23-2020,Telangana,49259,11155,37666,438
6272,07-24-2020,Telangana,50826,11052,39327,447
6273,07-25-2020,Telangana,52466,11677,40334,455
6274,07-26-2020,Telangana,52466,11677,40334,455
6275,07-27-2020,Telangana,54059,12264,41332,463
6276,07-28-2020,Telangana,57142,13753,42909,480
6277,07-29-2020,Telangana,57142,13753,42909,480
6278,07-30-2020,Telangana,58906,14663,43751,492
6279,07-31-2020,Telangana,60717,15640,44572,505
6280,08-01-2020,Telangana,62703,16796,45388,519
6281,08-02-2020,Telangana,64786,17754,46502,530
6282,08-03-2020,Telangana,66677,18547,47590,540
6283,08-04-2020,Telangana,68946,18708,49675,563
6284,08-05-2020,Telangana,70958,19568,50814,576
6285,08-06-2020,Telangana,73050,20358,52103,589
6286,08-07-2020,Telangana,75257,21417,53239,601
6287,08-08-2020,Telangana,77513,22568,54330,615
6288,08-09-2020,Telangana,79495,22869,55999,627
6289,08-10-2020,Telangana,80751,22528,57586,637
6290,08-11-2020,Telangana,82647,22628,59374,645
6291,08-12-2020,Telangana,84544,22596,61294,654
6292,08-13-2020,Telangana,86475,22736,63074,665
6293,08-14-2020,Telangana,88396,23438,64284,674
6294,08-15-2020,Telangana,90259,23379,66196,684
6295,08-16-2020,Telangana,91361,22542,68126,693
6296,08-17-2020,Telangana,92255,21420,70132,703
6297,08-18-2020,Telangana,93937,21024,72202,711
6298,08-19-2020,Telangana,95700,20990,73991,719
6299,08-20-2020,Telangana,97424,21509,75186,729
6300,08-21-2020,Telangana,99391,21687,76967,737
6301,08-22-2020,Telangana,101865,22386,78735,744
6302,08-23-2020,Telangana,104249,22908,80586,755
6303,08-24-2020,Telangana,106091,22919,82411,761
6304,08-25-2020,Telangana,108670,23737,84163,770
6305,08-26-2020,Telangana,111688,25685,85223,780
6306,08-27-2020,Telangana,114483,27600,86095,788
6307,08-28-2020,Telangana,117415,28941,87675,799
6308,08-29-2020,Telangana,120166,30008,89350,808
6309,08-30-2020,Telangana,123090,31284,90988,818
6310,08-31-2020,Telangana,124963,31299,92837,827
6311,09-01-2020,Telangana,127697,31699,95162,836
6312,09-02-2020,Telangana,130589,32341,97402,846
6313,09-03-2020,Telangana,133406,32537,100013,856
6314,09-04-2020,Telangana,135884,32994,102024,866
6315,09-05-2020,Telangana,138395,32915,104603,877
6316,09-06-2020,Telangana,140969,32553,107530,886
6317,09-07-2020,Telangana,142771,31635,110241,895
6318,09-08-2020,Telangana,145163,31670,112587,906
6319,09-09-2020,Telangana,147642,31654,115072,916
6320,09-10-2020,Telangana,150176,32106,117143,927
6321,09-11-2020,Telangana,152602,32195,119467,940
6322,09-12-2020,Telangana,154880,32005,121925,950
6323,09-13-2020,Telangana,157096,31607,124528,961
6324,09-14-2020,Telangana,158513,30532,127007,974
6325,09-15-2020,Telangana,160571,30400,129187,984
6326,09-16-2020,Telangana,162844,30401,131447,996
6327,09-17-2020,Telangana,165003,30443,133555,1005
6328,09-18-2020,Telangana,167046,30673,135357,1016
6329,09-19-2020,Telangana,169169,30636,137508,1025
6330,09-20-2020,Telangana,171306,30573,139700,1033
6331,09-21-2020,Telangana,172608,29636,141930,1042
6332,09-22-2020,Telangana,174774,29649,144073,1052
6333,09-23-2020,Telangana,177070,29873,146135,1062
6334,09-24-2020,Telangana,179246,30037,148139,1070
6335,09-25-2020,Telangana,181627,30387,150160,1080
6336,09-26-2020,Telangana,183866,30334,152441,1091
6337,09-27-2020,Telangana,185833,30234,154499,1100
6338,09-28-2020,Telangana,187211,29673,156431,1107
6339,09-29-2020,Telangana,189283,29477,158690,1116
6340,09-30-2020,Telangana,191386,29326,160933,1127
6341,10-01-2020,Telangana,193600,29058,163407,1135
6342,10-02-2020,Telangana,195609,28620,165844,1145
6343,10-03-2020,Telangana,197327,28328,167846,1153
6344,10-04-2020,Telangana,199276,27901,170212,1163
6345,10-05-2020,Telangana,200611,27052,172388,1171
6346,10-06-2020,Telangana,202594,26644,174769,1181
6347,10-07-2020,Telangana,204748,26551,177008,1189
6348,10-08-2020,Telangana,206644,26368,179075,1201
6349,10-09-2020,Telangana,208535,26374,180953,1208
6350,10-10-2020,Telangana,210346,26104,183025,1217
6351,04-07-2020,Tripura,1,1,0,0
6352,04-08-2020,Tripura,1,1,0,0
6353,04-09-2020,Tripura,1,1,0,0
6354,04-10-2020,Tripura,1,1,0,0
6355,04-11-2020,Tripura,1,1,0,0
6356,04-12-2020,Tripura,2,2,0,0
6357,04-13-2020,Tripura,2,2,0,0
6358,04-14-2020,Tripura,2,2,0,0
6359,04-15-2020,Tripura,2,2,0,0
6360,04-16-2020,Tripura,2,1,1,0
6361,04-17-2020,Tripura,2,1,1,0
6362,04-18-2020,Tripura,2,1,1,0
6363,04-19-2020,Tripura,2,1,1,0
6364,04-20-2020,Tripura,2,1,1,0
6365,04-21-2020,Tripura,2,1,1,0
6366,04-22-2020,Tripura,2,1,1,0
6367,04-23-2020,Tripura,2,1,1,0
6368,04-24-2020,Tripura,2,1,1,0
6369,04-25-2020,Tripura,2,1,1,0
6370,04-26-2020,Tripura,2,0,2,0
6371,04-27-2020,Tripura,2,0,2,0
6372,04-28-2020,Tripura,2,0,2,0
6373,04-29-2020,Tripura,2,0,2,0
6374,04-30-2020,Tripura,2,0,2,0
6375,05-01-2020,Tripura,2,0,2,0
6376,05-02-2020,Tripura,2,0,2,0
6377,05-03-2020,Tripura,4,2,2,0
6378,05-04-2020,Tripura,16,14,2,0
6379,05-05-2020,Tripura,29,27,2,0
6380,05-06-2020,Tripura,43,41,2,0
6381,05-07-2020,Tripura,43,41,2,0
6382,05-08-2020,Tripura,65,63,2,0
6383,05-09-2020,Tripura,118,116,2,0
6384,05-10-2020,Tripura,134,132,2,0
6385,05-11-2020,Tripura,150,148,2,0
6386,05-12-2020,Tripura,152,150,2,0
6387,05-13-2020,Tripura,154,152,2,0
6388,05-14-2020,Tripura,155,139,16,0
6389,05-15-2020,Tripura,156,127,29,0
6390,05-16-2020,Tripura,156,114,42,0
6391,05-17-2020,Tripura,167,103,64,0
6392,05-18-2020,Tripura,167,82,85,0
6393,05-19-2020,Tripura,167,82,85,0
6394,05-20-2020,Tripura,173,57,116,0
6395,05-21-2020,Tripura,173,40,133,0
6396,05-22-2020,Tripura,173,25,148,0
6397,05-23-2020,Tripura,175,23,152,0
6398,05-24-2020,Tripura,189,36,153,0
6399,05-25-2020,Tripura,191,26,165,0
6400,05-26-2020,Tripura,194,29,165,0
6401,05-27-2020,Tripura,207,42,165,0
6402,05-28-2020,Tripura,230,65,165,0
6403,05-29-2020,Tripura,242,75,167,0
6404,05-30-2020,Tripura,251,80,171,0
6405,05-31-2020,Tripura,268,96,172,0
6406,06-01-2020,Tripura,313,140,173,0
6407,06-02-2020,Tripura,420,247,173,0
6408,06-03-2020,Tripura,468,295,173,0
6409,06-04-2020,Tripura,468,295,173,0
6410,06-05-2020,Tripura,644,471,173,0
6411,06-06-2020,Tripura,692,519,173,0
6412,06-07-2020,Tripura,747,574,173,0
6413,06-08-2020,Tripura,800,608,192,0
6414,06-09-2020,Tripura,838,646,192,0
6415,06-10-2020,Tripura,864,671,192,1
6416,06-11-2020,Tripura,895,655,239,1
6417,06-12-2020,Tripura,913,634,278,1
6418,06-13-2020,Tripura,961,682,278,1
6419,06-14-2020,Tripura,1046,730,315,1
6420,06-15-2020,Tripura,1076,760,315,1
6421,06-16-2020,Tripura,1086,652,433,1
6422,06-17-2020,Tripura,1092,658,433,1
6423,06-18-2020,Tripura,1135,578,556,1
6424,06-19-2020,Tripura,1155,515,639,1
6425,06-20-2020,Tripura,1178,520,657,1
6426,06-21-2020,Tripura,1186,505,680,1
6427,06-22-2020,Tripura,1221,461,759,1
6428,06-23-2020,Tripura,1237,454,782,1
6429,06-24-2020,Tripura,1259,451,807,1
6430,06-25-2020,Tripura,1259,361,897,1
6431,06-26-2020,Tripura,1290,270,1019,1
6432,06-27-2020,Tripura,1325,269,1055,1
6433,06-28-2020,Tripura,1334,262,1071,1
6434,06-29-2020,Tripura,1346,266,1079,1
6435,06-30-2020,Tripura,1380,294,1085,1
6436,07-01-2020,Tripura,1388,301,1086,1
6437,07-02-2020,Tripura,1396,302,1093,1
6438,07-03-2020,Tripura,1435,288,1146,1
6439,07-04-2020,Tripura,1525,325,1199,1
6440,07-05-2020,Tripura,1546,343,1202,1
6441,07-06-2020,Tripura,1568,365,1202,1
6442,07-07-2020,Tripura,1680,460,1219,1
6443,07-08-2020,Tripura,1704,455,1248,1
6444,07-09-2020,Tripura,1761,436,1324,1
6445,07-10-2020,Tripura,1776,437,1338,1
6446,07-11-2020,Tripura,1918,545,1372,1
6447,07-12-2020,Tripura,1949,572,1375,2
6448,07-13-2020,Tripura,2054,631,1421,2
6449,07-14-2020,Tripura,2080,603,1475,2
6450,07-15-2020,Tripura,2170,630,1538,2
6451,07-16-2020,Tripura,2268,661,1604,3
6452,07-17-2020,Tripura,2283,676,1604,3
6453,07-18-2020,Tripura,2366,679,1684,3
6454,07-19-2020,Tripura,2654,914,1735,5
6455,07-20-2020,Tripura,2878,1114,1759,5
6456,07-21-2020,Tripura,3079,1227,1845,7
6457,07-22-2020,Tripura,3331,1397,1926,8
6458,07-23-2020,Tripura,3449,1408,2032,9
6459,07-24-2020,Tripura,3656,1574,2072,10
6460,07-25-2020,Tripura,3759,1617,2131,11
6461,07-26-2020,Tripura,3862,1642,2209,11
6462,07-27-2020,Tripura,3900,1526,2361,13
6463,07-28-2020,Tripura,4049,1565,2467,17
6464,07-29-2020,Tripura,4269,1627,2621,21
6465,07-30-2020,Tripura,4485,1786,2678,21
6466,07-31-2020,Tripura,4706,1723,2962,21
6467,08-01-2020,Tripura,4978,1630,3327,21
6468,08-02-2020,Tripura,5233,1747,3463,23
6469,08-03-2020,Tripura,5374,1742,3605,27
6470,08-04-2020,Tripura,5505,1802,3675,28
6471,08-05-2020,Tripura,5628,1873,3725,30
6472,08-06-2020,Tripura,5725,1901,3793,31
6473,08-07-2020,Tripura,5853,1957,3860,36
6474,08-08-2020,Tripura,5999,1878,4084,37
6475,08-09-2020,Tripura,6146,1929,4176,41
6476,08-10-2020,Tripura,6208,1723,4443,42
6477,08-11-2020,Tripura,6372,1673,4656,43
6478,08-12-2020,Tripura,6482,1601,4838,43
6479,08-13-2020,Tripura,6603,1647,4912,44
6480,08-14-2020,Tripura,6767,1706,5015,46
6481,08-15-2020,Tripura,6934,1796,5088,50
6482,08-16-2020,Tripura,7061,1855,5151,55
6483,08-17-2020,Tripura,7204,1859,5286,59
6484,08-18-2020,Tripura,7409,1943,5404,62
6485,08-19-2020,Tripura,7645,2083,5497,65
6486,08-20-2020,Tripura,7835,2205,5565,65
6487,08-21-2020,Tripura,8091,2373,5649,69
6488,08-22-2020,Tripura,8371,2240,6061,70
6489,08-23-2020,Tripura,8702,2448,6182,72
6490,08-24-2020,Tripura,8902,2488,6341,73
6491,08-25-2020,Tripura,9195,2703,6414,78
6492,08-26-2020,Tripura,9523,2866,6574,83
6493,08-27-2020,Tripura,9908,3126,6697,85
6494,08-28-2020,Tripura,10414,3486,6839,89
6495,08-29-2020,Tripura,10857,3726,7037,94
6496,08-30-2020,Tripura,11307,3977,7232,98
6497,08-31-2020,Tripura,11644,4108,7433,103
6498,09-01-2020,Tripura,12153,4366,7674,113
6499,09-02-2020,Tripura,12702,4737,7847,118
6500,09-03-2020,Tripura,13292,5133,8033,126
6501,09-04-2020,Tripura,13816,5475,8212,129
6502,09-05-2020,Tripura,14507,5888,8483,136
6503,09-06-2020,Tripura,15109,6220,8745,144
6504,09-07-2020,Tripura,15508,6311,9048,149
6505,09-08-2020,Tripura,16135,6641,9342,152
6506,09-09-2020,Tripura,16717,6903,9653,161
6507,09-10-2020,Tripura,17252,7086,9993,173
6508,09-11-2020,Tripura,17811,7383,10255,173
6509,09-12-2020,Tripura,18281,7365,10734,182
6510,09-13-2020,Tripura,18910,7584,11132,194
6511,09-14-2020,Tripura,19165,7429,11536,200
6512,09-15-2020,Tripura,19696,7564,11925,207
6513,09-16-2020,Tripura,20150,7498,12435,217
6514,09-17-2020,Tripura,20676,7498,12956,222
6515,09-18-2020,Tripura,20949,7162,13559,228
6516,09-19-2020,Tripura,21484,7107,14142,235
6517,09-20-2020,Tripura,22032,6983,14810,239
6518,09-21-2020,Tripura,22275,6566,15464,245
6519,09-22-2020,Tripura,22834,6700,15883,251
6520,09-23-2020,Tripura,23338,6599,16486,253
6521,09-24-2020,Tripura,23789,6551,16978,260
6522,09-25-2020,Tripura,24130,6378,17487,265
6523,09-26-2020,Tripura,24408,6148,17992,268
6524,09-27-2020,Tripura,24728,6066,18392,270
6525,09-28-2020,Tripura,24921,5689,18959,273
6526,09-29-2020,Tripura,25353,5874,19203,276
6527,09-30-2020,Tripura,25734,5765,19692,277
6528,10-01-2020,Tripura,26066,5691,20092,283
6529,10-02-2020,Tripura,26362,5480,20596,286
6530,10-03-2020,Tripura,26552,5366,20897,289
6531,10-04-2020,Tripura,26874,5171,21410,293
6532,10-05-2020,Tripura,27033,4858,21876,299
6533,10-06-2020,Tripura,27308,4876,22131,301
6534,10-07-2020,Tripura,27545,4621,22623,301
6535,10-08-2020,Tripura,27759,4389,23066,304
6536,10-09-2020,Tripura,27982,4197,23474,311
6537,10-10-2020,Tripura,28153,4039,23801,313
6538,03-12-2020,Uttar Pradesh,11,11,0,0
6539,03-13-2020,Uttar Pradesh,11,11,0,0
6540,03-14-2020,Uttar Pradesh,12,7,5,0
6541,03-15-2020,Uttar Pradesh,12,8,4,0
6542,03-16-2020,Uttar Pradesh,13,9,4,0
6543,03-17-2020,Uttar Pradesh,15,10,5,0
6544,03-18-2020,Uttar Pradesh,16,11,5,0
6545,03-19-2020,Uttar Pradesh,17,12,5,0
6546,03-20-2020,Uttar Pradesh,19,10,9,0
6547,03-21-2020,Uttar Pradesh,24,15,9,0
6548,03-22-2020,Uttar Pradesh,27,18,9,0
6549,03-23-2020,Uttar Pradesh,31,22,9,0
6550,03-24-2020,Uttar Pradesh,33,24,9,0
6551,03-25-2020,Uttar Pradesh,33,22,11,0
6552,03-26-2020,Uttar Pradesh,37,26,11,0
6553,03-27-2020,Uttar Pradesh,41,30,11,0
6554,03-28-2020,Uttar Pradesh,55,44,11,0
6555,03-29-2020,Uttar Pradesh,55,44,11,0
6556,03-30-2020,Uttar Pradesh,75,64,11,0
6557,03-31-2020,Uttar Pradesh,101,87,14,0
6558,04-01-2020,Uttar Pradesh,103,89,14,0
6559,04-02-2020,Uttar Pradesh,113,97,14,2
6560,04-03-2020,Uttar Pradesh,113,97,14,2
6561,04-04-2020,Uttar Pradesh,174,153,19,2
6562,04-05-2020,Uttar Pradesh,227,206,19,2
6563,04-06-2020,Uttar Pradesh,227,206,19,2
6564,04-07-2020,Uttar Pradesh,305,281,21,3
6565,04-08-2020,Uttar Pradesh,326,302,21,3
6566,04-09-2020,Uttar Pradesh,361,330,27,4
6567,04-10-2020,Uttar Pradesh,410,375,31,4
6568,04-11-2020,Uttar Pradesh,431,395,32,4
6569,04-12-2020,Uttar Pradesh,452,402,45,5
6570,04-13-2020,Uttar Pradesh,483,432,46,5
6571,04-14-2020,Uttar Pradesh,558,504,49,5
6572,04-15-2020,Uttar Pradesh,660,605,50,5
6573,04-16-2020,Uttar Pradesh,735,673,51,11
6574,04-17-2020,Uttar Pradesh,805,718,74,13
6575,04-18-2020,Uttar Pradesh,849,753,82,14
6576,04-19-2020,Uttar Pradesh,969,869,86,14
6577,04-20-2020,Uttar Pradesh,1084,959,108,17
6578,04-21-2020,Uttar Pradesh,1184,1026,140,18
6579,04-22-2020,Uttar Pradesh,1294,1134,140,20
6580,04-23-2020,Uttar Pradesh,1449,1255,173,21
6581,04-24-2020,Uttar Pradesh,1510,1280,206,24
6582,04-25-2020,Uttar Pradesh,1621,1349,247,25
6583,04-26-2020,Uttar Pradesh,1793,1505,261,27
6584,04-27-2020,Uttar Pradesh,1868,1550,289,29
6585,04-28-2020,Uttar Pradesh,1955,1589,335,31
6586,04-29-2020,Uttar Pradesh,2053,1557,462,34
6587,04-30-2020,Uttar Pradesh,2134,1585,510,39
6588,05-01-2020,Uttar Pradesh,2203,1651,513,39
6589,05-02-2020,Uttar Pradesh,2328,1632,654,42
6590,05-03-2020,Uttar Pradesh,2487,1755,689,43
6591,05-04-2020,Uttar Pradesh,2645,1848,754,43
6592,05-05-2020,Uttar Pradesh,2766,1914,802,50
6593,05-06-2020,Uttar Pradesh,2880,1837,987,56
6594,05-07-2020,Uttar Pradesh,2998,1808,1130,60
6595,05-08-2020,Uttar Pradesh,3071,1759,1250,62
6596,05-09-2020,Uttar Pradesh,3214,1761,1387,66
6597,05-10-2020,Uttar Pradesh,3373,1800,1499,74
6598,05-11-2020,Uttar Pradesh,3467,1740,1653,74
6599,05-12-2020,Uttar Pradesh,3573,1735,1758,80
6600,05-13-2020,Uttar Pradesh,3664,1709,1873,82
6601,05-14-2020,Uttar Pradesh,3729,1744,1902,83
6602,05-15-2020,Uttar Pradesh,3902,1742,2072,88
6603,05-16-2020,Uttar Pradesh,4057,1797,2165,95
6604,05-17-2020,Uttar Pradesh,4258,1713,2441,104
6605,05-18-2020,Uttar Pradesh,4259,1714,2441,104
6606,05-19-2020,Uttar Pradesh,4605,1704,2783,118
6607,05-20-2020,Uttar Pradesh,4926,1885,2918,123
6608,05-21-2020,Uttar Pradesh,5175,1982,3066,127
6609,05-22-2020,Uttar Pradesh,5515,2173,3204,138
6610,05-23-2020,Uttar Pradesh,5735,2345,3238,152
6611,05-24-2020,Uttar Pradesh,6017,2456,3406,155
6612,05-25-2020,Uttar Pradesh,6268,2569,3538,161
6613,05-26-2020,Uttar Pradesh,6532,2786,3581,165
6614,05-27-2020,Uttar Pradesh,6548,2680,3698,170
6615,05-28-2020,Uttar Pradesh,6991,2818,3991,182
6616,05-29-2020,Uttar Pradesh,7170,2758,4215,197
6617,05-30-2020,Uttar Pradesh,7284,2842,4244,198
6618,05-31-2020,Uttar Pradesh,7445,2834,4410,201
6619,06-01-2020,Uttar Pradesh,7823,2901,4709,213
6620,06-02-2020,Uttar Pradesh,8075,3015,4843,217
6621,06-03-2020,Uttar Pradesh,8361,3109,5030,222
6622,06-04-2020,Uttar Pradesh,8729,3324,5176,229
6623,06-05-2020,Uttar Pradesh,9237,3553,5439,245
6624,06-06-2020,Uttar Pradesh,9733,3828,5648,257
6625,06-07-2020,Uttar Pradesh,9733,3828,5648,257
6626,06-08-2020,Uttar Pradesh,10536,4076,6185,275
6627,06-09-2020,Uttar Pradesh,10947,4320,6344,283
6628,06-10-2020,Uttar Pradesh,11335,4365,6669,301
6629,06-11-2020,Uttar Pradesh,11610,4418,6871,321
6630,06-12-2020,Uttar Pradesh,12088,4451,7292,345
6631,06-13-2020,Uttar Pradesh,12616,4642,7609,365
6632,06-14-2020,Uttar Pradesh,13118,4858,7875,385
6633,06-15-2020,Uttar Pradesh,13615,4948,8268,399
6634,06-16-2020,Uttar Pradesh,13615,4948,8268,399
6635,06-17-2020,Uttar Pradesh,14091,5064,8610,417
6636,06-18-2020,Uttar Pradesh,14598,5259,8904,435
6637,06-19-2020,Uttar Pradesh,15181,5477,9239,465
6638,06-20-2020,Uttar Pradesh,15785,5659,9638,488
6639,06-21-2020,Uttar Pradesh,16594,6092,9995,507
6640,06-22-2020,Uttar Pradesh,17731,6186,10995,550
